offer_id,application_id,offer_date,offered_salary,offer_status
628,4184,2025-05-05,1590574.66,Accepted
629,4194,2025-07-27,1340607.39,Accepted
630,4212,2025-07-19,1444902.69,Rejected
631,4225,2025-11-21,1538089.04,Accepted
632,4234,2025-11-28,1725715.09,Accepted
633,4241,2025-07-06,1278012.35,Accepted
634,4246,2025-09-01,441000.97,Accepted
635,4249,2025-11-20,1646448.94,Accepted
636,4250,2025-04-12,1661009.1,Accepted
637,4253,2025-09-16,1057461.79,Accepted
638,4256,2025-07-08,855517.86,Accepted
639,4262,2026-01-02,1073637.7,Accepted
640,4269,2025-09-01,417049.68,Accepted
641,4270,2026-01-13,1600133.5,Pending
642,4271,2025-12-22,1269021.51,Accepted
643,4279,2025-06-06,1233637.26,Accepted
644,4288,2025-07-05,784549.87,Rejected
645,4291,2025-12-17,1318293.62,Pending
646,4315,2025-08-04,881573.36,Rejected
647,4319,2025-04-07,1456459.12,Rejected
648,4330,2025-07-15,1540406.81,Rejected
649,4333,2025-02-07,1596836.21,Accepted
650,4342,2025-07-18,1301839.94,Pending
651,4349,2025-06-20,751516.97,Accepted
652,4351,2025-07-18,901925.53,Accepted
653,4352,2025-11-12,687830.65,Accepted
654,4353,2025-04-28,1420095.35,Rejected
655,4362,2025-05-01,630775.03,Accepted
656,4363,2025-12-25,1220165.05,Accepted
657,4364,2025-08-21,1530733.0,Accepted
658,4378,2025-10-17,1729500.36,Rejected
659,4383,2025-02-21,941460.27,Accepted
660,4389,2025-10-07,796851.54,Accepted
661,4398,2025-11-15,660017.61,Accepted
662,4413,2025-07-29,474024.85,Accepted
663,4417,2025-12-16,574019.08,Pending
664,4424,2025-07-08,1220363.73,Rejected
665,4435,2025-12-19,1109958.11,Accepted
666,4441,2025-06-16,1387774.93,Accepted
667,4444,2025-05-30,1214326.98,Pending
668,4446,2025-12-26,789526.64,Accepted
669,4449,2025-12-30,1634046.39,Accepted
670,4472,2025-03-28,484069.42,Accepted
671,4474,2025-09-25,786548.28,Rejected
672,4479,2025-09-16,1453228.5,Accepted
673,4484,2025-09-14,995446.09,Rejected
674,4486,2025-02-05,1558652.18,Accepted
675,4487,2025-02-21,1722876.14,Rejected
676,4488,2025-05-25,811434.69,Accepted
677,4496,2025-03-30,650813.65,Accepted
678,4498,2025-06-04,1180367.82,Rejected
679,4499,2025-04-25,1103568.03,Accepted
680,4536,2025-12-24,1440787.69,Accepted
681,4540,2025-06-18,665659.18,Accepted
682,4557,2025-08-11,417955.27,Rejected
683,4574,2025-11-04,401221.58,Accepted
684,4581,2025-11-07,1653737.44,Accepted
685,4586,2025-12-30,1283421.72,Accepted
686,4592,2025-02-01,1495980.89,Rejected
687,4596,2026-01-08,1463982.85,Rejected
688,4600,2025-08-28,1566873.36,Accepted
689,4603,2025-12-29,1192258.55,Accepted
690,4606,2025-02-14,1041000.56,Accepted
691,4621,2025-09-25,1793320.5,Accepted
692,4632,2025-11-30,1529640.38,Accepted
693,4656,2025-07-18,705622.15,Rejected
694,4661,2025-10-15,1719687.36,Accepted
695,4663,2025-03-28,1618287.03,Accepted
696,4669,2025-07-06,968300.55,Rejected
697,4674,2025-05-08,1431576.1,Accepted
698,4688,2025-03-18,675453.16,Accepted
699,4694,2025-09-26,1565600.61,Pending
700,4702,2025-10-17,470454.03,Pending
701,4706,2025-11-16,1524670.22,Rejected
702,4718,2025-03-09,602238.45,Accepted
703,4721,2025-08-06,560821.95,Accepted
704,4724,2025-06-02,1012391.41,Rejected
705,4736,2025-08-13,428422.65,Accepted
706,4738,2025-03-21,1204585.48,Accepted
707,4739,2025-10-23,769595.41,Rejected
708,4740,2025-09-06,1229960.84,Rejected
709,4757,2025-10-17,1116416.2,Accepted
710,4766,2025-09-05,1751026.29,Accepted
711,4767,2025-09-12,1706215.02,Accepted
712,4779,2025-06-24,1201443.41,Rejected
713,4780,2025-07-15,1414996.83,Accepted
714,4793,2025-06-16,1414091.5,Rejected
715,4796,2025-03-05,678687.56,Accepted
716,4797,2025-11-27,1044803.72,Accepted
717,4807,2025-09-09,791816.56,Accepted
718,4808,2026-01-02,536405.81,Accepted
719,4810,2025-11-12,913498.9,Accepted
720,4812,2025-11-28,1407349.48,Accepted
721,4813,2025-06-26,1259945.4,Pending
722,4815,2025-05-20,1628812.65,Accepted
723,4816,2025-09-26,493235.37,Accepted
724,4817,2025-11-20,493774.91,Accepted
725,4821,2025-05-29,907497.45,Accepted
726,4823,2025-05-20,819661.43,Accepted
727,4827,2025-07-10,779913.07,Accepted
728,4834,2025-11-03,834116.5,Accepted
729,4845,2025-03-13,447271.4,Accepted
730,4846,2025-04-04,1749221.36,Accepted
731,4848,2025-08-08,1033668.8,Accepted
732,4858,2025-07-29,1530366.09,Accepted
733,4873,2025-03-01,685656.03,Rejected
734,4876,2025-08-07,1546915.12,Rejected
735,4877,2025-10-08,860200.98,Rejected
736,4881,2025-02-14,1461018.5,Accepted
737,4891,2025-09-24,975737.3,Accepted
738,4893,2025-08-18,684481.47,Pending
739,4898,2025-04-01,1182270.43,Rejected
740,4903,2025-05-16,1694854.48,Accepted
741,4911,2025-03-31,634079.98,Accepted
742,4921,2025-04-15,1301249.96,Pending
743,4930,2025-04-17,1003447.27,Accepted
744,4936,2025-05-07,1557073.02,Accepted
745,4948,2025-09-11,1793214.81,Rejected
746,4955,2025-05-20,1535788.05,Accepted
747,4962,2025-09-16,819732.89,Accepted
748,4985,2025-08-09,665637.25,Rejected
749,4987,2025-06-05,1327557.58,Accepted
750,4991,2025-12-27,1694808.69,Rejected
751,4997,2025-09-26,608288.91,Rejected
752,5004,2025-10-21,1344718.91,Pending
753,5006,2025-03-11,604355.54,Accepted
754,5016,2025-12-16,1797374.33,Accepted
755,5018,2026-01-06,1299658.55,Accepted
756,5022,2026-01-03,1789915.82,Accepted
757,5031,2025-09-10,1486711.32,Accepted
758,5033,2025-03-18,804515.64,Rejected
759,5045,2025-02-12,1502356.63,Accepted
760,5046,2025-04-03,718155.99,Rejected
761,5047,2025-05-18,594115.66,Rejected
762,5058,2025-05-26,1475364.82,Accepted
763,5065,2025-10-18,876830.18,Rejected
764,5071,2025-04-16,776308.3,Accepted
765,5082,2025-09-24,752831.76,Accepted
766,5084,2025-02-18,1493495.14,Accepted
767,5086,2025-05-08,702947.43,Accepted
768,5091,2025-02-18,918673.65,Accepted
769,5111,2025-04-03,1671477.04,Accepted
770,5116,2025-12-16,422290.18,Accepted
771,5119,2025-10-27,1726212.59,Accepted
772,5134,2025-09-15,1652617.53,Pending
773,5136,2025-06-02,540268.24,Accepted
774,5137,2025-06-12,402278.6,Rejected
775,5140,2025-07-05,830744.13,Rejected
776,5141,2025-03-06,750043.48,Accepted
777,5148,2025-04-15,912388.44,Accepted
778,5157,2025-11-28,636563.05,Pending
779,5169,2026-01-16,1336675.48,Accepted
780,5189,2025-12-19,1097781.4,Accepted
781,5199,2025-06-29,1463017.73,Accepted
782,5201,2025-08-22,1492328.48,Rejected
783,5202,2025-09-16,1206006.94,Accepted
784,5204,2025-11-07,1794323.42,Accepted
785,5207,2025-08-15,1671579.26,Pending
786,5215,2025-12-09,950609.35,Accepted
787,5216,2025-04-20,855869.6,Accepted
788,5221,2025-09-30,1030176.11,Rejected
789,5244,2025-07-07,1309944.06,Accepted
790,5254,2025-02-20,1055972.86,Accepted
791,5255,2025-11-26,778216.84,Accepted
792,5273,2025-01-27,703957.85,Accepted
793,5274,2025-08-26,852155.46,Accepted
794,5278,2025-03-12,1526056.19,Accepted
795,5280,2026-01-22,1711651.26,Accepted
796,5281,2025-05-07,1586203.37,Accepted
797,5284,2025-05-10,671839.44,Accepted
798,5289,2025-12-16,1295725.86,Accepted
799,5292,2026-01-05,757665.65,Accepted
800,5296,2025-06-08,928567.43,Accepted
801,5298,2025-02-08,541755.91,Accepted
802,5299,2025-06-18,776314.21,Accepted
803,5300,2025-03-10,1607980.65,Accepted
804,5305,2025-06-05,1514638.35,Rejected
805,5310,2025-04-28,562682.08,Accepted
806,5315,2025-01-25,1766530.75,Accepted
807,5321,2025-02-20,636642.65,Accepted
808,5322,2025-11-16,1371050.45,Accepted
809,5328,2025-05-23,475476.05,Pending
810,5334,2025-09-21,442159.16,Accepted
811,5336,2025-09-10,1710467.78,Accepted
812,5339,2025-08-31,460692.4,Rejected
813,5341,2025-02-14,1355099.28,Accepted
814,5352,2025-03-21,585849.23,Pending
815,5362,2025-03-08,1797684.7,Accepted
816,5364,2025-02-06,1788723.57,Accepted
817,5377,2025-10-15,535203.96,Rejected
818,5378,2025-09-22,886819.95,Accepted
819,5381,2025-03-05,549558.38,Accepted
820,5393,2025-06-05,1708413.76,Accepted
821,5395,2025-04-15,432118.5,Accepted
822,5397,2025-06-13,1362922.83,Accepted
823,5400,2025-08-11,1215367.06,Accepted
824,5402,2025-09-12,875057.94,Accepted
825,5404,2025-05-30,1197091.33,Rejected
826,5430,2025-12-21,574639.09,Accepted
827,5440,2025-04-11,1207077.64,Pending
828,5451,2025-10-14,737395.27,Rejected
829,5457,2026-01-25,977091.13,Accepted
830,5462,2025-09-06,438961.13,Accepted
831,5477,2025-10-01,870676.37,Rejected
832,5481,2025-07-02,1028242.21,Accepted
833,5485,2025-10-08,1431354.8,Accepted
834,5489,2025-06-30,1709146.1,Pending
835,5492,2025-04-03,1564766.19,Accepted
836,5494,2025-10-03,1075437.03,Rejected
837,5495,2025-03-05,1471355.42,Accepted
838,5499,2025-04-13,1204709.47,Accepted
839,5504,2025-07-04,1384347.2,Accepted
840,5506,2025-02-11,961363.79,Accepted
841,5516,2026-01-17,1565065.11,Accepted
842,5519,2025-11-29,1341434.91,Rejected
843,5521,2025-08-24,670187.5,Accepted
844,5526,2025-07-28,1652776.39,Accepted
845,5528,2025-04-26,1269992.51,Accepted
846,5535,2025-09-11,1164463.14,Rejected
847,5538,2025-09-06,971922.28,Accepted
848,5554,2025-05-20,547124.56,Accepted
849,5555,2025-02-18,875566.68,Rejected
850,5577,2025-11-10,1333829.78,Accepted
851,5580,2026-01-16,849008.77,Accepted
852,5584,2025-05-04,1701165.88,Accepted
853,5593,2025-10-06,746993.43,Accepted
854,5594,2025-07-15,1114957.39,Accepted
855,5605,2025-12-11,1475200.77,Rejected
856,5607,2025-08-11,1622868.32,Accepted
857,5619,2025-02-20,573877.71,Rejected
858,5624,2025-12-18,1716798.87,Accepted
859,5625,2025-11-26,924136.32,Accepted
860,5629,2025-11-16,882447.49,Accepted
861,5641,2025-09-04,1033667.17,Accepted
862,5642,2025-07-16,524538.79,Accepted
863,5643,2026-01-06,1689245.91,Accepted
864,5645,2025-02-13,763649.51,Accepted
865,5651,2025-06-17,1504673.92,Accepted
866,5653,2025-02-13,1560525.57,Rejected
867,5661,2025-06-14,1254485.4,Accepted
868,5662,2025-11-05,1543575.88,Rejected
869,5663,2025-04-07,1077218.28,Accepted
870,5667,2025-11-03,1526379.75,Accepted
871,5669,2025-08-05,1640196.69,Pending
872,5670,2025-10-25,814442.03,Accepted
873,5677,2025-11-14,441399.77,Accepted
874,5680,2025-10-18,551179.09,Rejected
875,5683,2025-05-15,1463545.97,Rejected
876,5686,2025-10-11,647923.83,Accepted
877,5687,2025-08-15,1780243.87,Accepted
878,5691,2025-12-28,1661176.29,Accepted
879,5700,2025-02-13,1498883.06,Rejected
880,5702,2025-03-22,589439.34,Rejected
881,5703,2025-02-07,699473.14,Pending
882,5704,2025-10-29,507628.97,Pending
883,5710,2025-05-21,587017.16,Accepted
884,5724,2025-10-05,1338630.39,Rejected
885,5731,2025-12-03,1435336.95,Accepted
886,5744,2025-06-06,634387.97,Rejected
887,5745,2025-09-28,778970.36,Pending
888,5766,2025-02-05,1330930.83,Rejected
889,5769,2025-04-18,1455478.57,Accepted
890,5777,2025-08-31,922373.3,Accepted
891,5778,2025-08-06,961684.58,Accepted
892,5791,2025-07-16,1508810.77,Accepted
893,5799,2025-07-14,450130.22,Pending
894,5810,2025-08-19,1119674.01,Rejected
895,5825,2025-08-25,1170902.65,Accepted
896,5832,2025-09-26,1095010.38,Accepted
897,5837,2025-04-03,1574344.09,Rejected
898,5844,2025-07-15,1260207.89,Accepted
899,5849,2025-05-21,1094926.77,Accepted
900,5872,2025-04-11,1402094.54,Accepted
901,5873,2025-05-11,1140153.56,Accepted
902,5874,2025-09-05,1702699.94,Accepted
903,5876,2025-06-15,872900.55,Accepted
904,5889,2025-09-12,1079327.06,Pending
905,5890,2025-12-25,1397266.7,Accepted
906,5892,2025-09-13,423072.71,Accepted
907,5901,2025-12-05,651265.97,Accepted
908,5922,2025-10-08,407639.22,Accepted
909,5924,2025-05-02,784763.82,Accepted
910,5930,2025-09-14,1762511.9,Rejected
911,5931,2025-03-31,1459152.85,Accepted
912,5932,2025-10-07,416890.03,Accepted
913,5936,2025-10-20,692164.98,Rejected
914,5941,2025-05-14,1054387.91,Rejected
915,5944,2025-03-06,1477671.08,Accepted
916,5948,2025-05-20,1372120.07,Rejected
917,5950,2025-04-21,1519283.76,Accepted
918,5954,2025-08-07,556293.91,Accepted
919,5956,2025-10-08,779019.57,Accepted
920,5957,2025-02-23,504102.76,Accepted
921,5958,2025-04-17,1311654.01,Pending
922,5966,2025-03-28,1594127.68,Accepted
923,5969,2025-04-22,882857.36,Accepted
924,5970,2025-07-15,1712639.14,Accepted
925,5971,2025-05-19,1442731.83,Accepted
926,5972,2025-11-15,1379980.16,Accepted
927,5974,2025-06-16,630658.12,Pending
928,5983,2025-09-26,1661736.68,Accepted
929,5995,2025-05-31,1594933.92,Pending
930,5999,2025-07-05,458601.6,Accepted
931,6001,2025-03-13,1611250.58,Rejected
932,6006,2025-03-05,1364345.23,Accepted
933,6022,2025-12-02,1314918.63,Accepted
934,6024,2025-04-29,1330388.17,Accepted
935,6025,2025-10-11,440612.59,Accepted
936,6036,2025-08-19,1594918.34,Accepted
937,6044,2025-10-22,1086971.76,Accepted
938,6055,2025-12-16,1488697.56,Accepted
939,6060,2026-01-24,1679827.4,Accepted
940,6064,2025-07-18,829971.53,Accepted
941,6065,2025-10-18,880534.47,Pending
942,6071,2025-12-02,740671.64,Pending
943,6072,2025-12-30,592885.74,Rejected
944,6077,2025-12-19,1747802.03,Accepted
945,6079,2025-02-07,578333.1,Accepted
946,6080,2025-06-03,445698.52,Accepted
947,6089,2025-08-26,519758.35,Accepted
948,6095,2025-12-05,1261224.64,Pending
949,6099,2025-10-16,1259502.09,Accepted
950,6100,2025-07-24,834816.52,Accepted
951,6103,2025-10-30,1128466.96,Pending
952,6104,2025-12-02,1583400.38,Accepted
953,6109,2026-01-22,1328046.3,Accepted
954,6112,2025-12-12,1313129.23,Accepted
955,6115,2025-11-27,873966.85,Accepted
956,6116,2026-01-14,854443.93,Accepted
957,6127,2025-10-31,770435.09,Pending
958,6136,2026-01-03,802344.29,Accepted
959,6142,2025-02-02,783938.75,Accepted
960,6152,2025-03-25,931076.42,Accepted
961,6157,2025-11-19,433644.79,Rejected
962,6159,2025-05-17,1145877.1,Accepted
963,6170,2025-07-23,1778845.53,Accepted
964,6178,2025-09-26,1012494.13,Accepted
965,6187,2025-08-06,844188.69,Accepted
966,6197,2025-08-12,404099.52,Accepted
967,6204,2025-03-09,1527928.75,Accepted
968,6207,2025-11-09,662597.02,Accepted
969,6210,2025-06-11,1154063.71,Accepted
970,6212,2025-06-21,1101851.82,Accepted
971,6218,2025-05-16,1259891.87,Accepted
972,6237,2026-01-10,1177900.34,Rejected
973,6240,2026-01-19,1163890.83,Accepted
974,6245,2026-01-09,1089580.87,Rejected
975,6246,2025-11-09,1134237.42,Accepted
976,6251,2025-07-11,547382.65,Accepted
977,6266,2025-07-14,527710.96,Accepted
978,6267,2025-07-17,1100486.99,Accepted
979,6270,2025-08-24,980646.63,Accepted
980,6283,2025-11-10,665043.17,Accepted
981,6286,2025-12-29,1407253.02,Accepted
982,6291,2025-05-02,927634.92,Rejected
983,6295,2025-11-20,1618442.92,Rejected
984,6298,2025-06-17,742487.31,Rejected
985,6301,2025-05-12,661398.47,Accepted
986,6303,2025-10-25,973990.6,Pending
987,6326,2025-12-18,793364.07,Accepted
988,6328,2025-08-18,1316285.13,Pending
989,6331,2025-11-21,909953.38,Accepted
990,6332,2025-10-19,1679026.69,Rejected
991,6333,2025-10-29,1263314.79,Pending
992,6336,2025-06-20,1056127.31,Accepted
993,6341,2025-09-28,848971.87,Rejected
994,6343,2025-08-04,1753421.38,Accepted
995,6362,2025-05-29,1557235.18,Accepted
996,6365,2025-09-28,613114.59,Accepted
997,6370,2025-12-17,766663.06,Accepted
998,6372,2025-12-21,1010168.04,Accepted
999,6373,2025-09-21,1172373.37,Accepted
1000,6384,2025-02-19,852251.62,Rejected
1001,6389,2025-09-19,745561.83,Accepted
1002,6394,2025-02-28,1075130.94,Rejected
1003,6397,2025-03-14,631789.21,Accepted
1004,6404,2025-06-23,1664760.35,Accepted
1005,6410,2025-02-21,1195018.66,Rejected
1006,6411,2025-07-03,670007.68,Accepted
1007,6416,2025-02-06,857835.47,Accepted
1008,6421,2026-01-21,1452774.84,Accepted
1009,6424,2025-01-28,1369304.17,Accepted
1010,6431,2025-02-05,1727320.15,Rejected
1011,6437,2025-08-15,1300228.16,Accepted
1012,6439,2025-06-10,1124847.63,Accepted
1013,6442,2025-04-22,1064510.23,Accepted
1014,6445,2025-05-29,700470.17,Accepted
1015,6452,2025-11-24,406522.94,Rejected
1016,6453,2025-03-25,781204.8,Accepted
1017,6460,2025-02-07,1105615.97,Accepted
1018,6463,2025-08-28,1393234.38,Accepted
1019,6466,2025-09-15,642877.49,Accepted
1020,6473,2025-07-04,1535438.71,Accepted
1021,6474,2025-04-29,1668059.01,Rejected
1022,6475,2025-06-15,1072252.71,Accepted
1023,6506,2025-03-19,1402749.66,Accepted
1024,6511,2025-05-13,1448004.0,Accepted
1025,6512,2025-07-27,699387.1,Accepted
1026,6514,2025-03-04,943548.91,Accepted
1027,6517,2025-12-21,1063681.2,Accepted
1028,6520,2025-10-18,1411194.95,Accepted
1029,6526,2025-09-10,1115257.97,Accepted
1030,6529,2025-07-17,1034065.58,Accepted
1031,6549,2025-03-19,1241253.07,Accepted
1032,6563,2025-12-09,1114117.47,Rejected
1033,6568,2025-08-24,1046871.98,Pending
1034,6573,2025-05-24,1692699.85,Accepted
1035,6579,2025-08-05,826933.64,Accepted
1036,6588,2025-11-08,794836.59,Accepted
1037,6601,2025-03-18,478902.63,Rejected
1038,6602,2025-10-24,1515821.01,Pending
1039,6621,2025-10-07,1716335.38,Accepted
1040,6622,2026-01-03,657925.15,Accepted
1041,6625,2025-08-08,974890.49,Accepted
1042,6628,2025-09-16,1673005.77,Accepted
1043,6639,2025-10-26,726018.81,Rejected
1044,6647,2025-03-02,636919.48,Accepted
1045,6648,2025-11-26,1313432.95,Accepted
1046,6654,2025-11-29,1092451.94,Accepted
1047,6655,2025-09-23,745654.84,Rejected
1048,6670,2025-05-13,567959.97,Accepted
1049,6684,2025-10-21,1760399.59,Accepted
1050,6688,2025-12-06,1176228.37,Accepted
1051,6692,2025-11-26,1579364.81,Rejected
1052,6699,2025-10-28,843715.85,Accepted
1053,6701,2025-06-30,1715007.33,Accepted
1054,6706,2025-09-27,579739.4,Pending
1055,6712,2025-12-19,1433735.69,Accepted
1056,6715,2025-01-21,1570708.12,Accepted
1057,6726,2025-04-26,1574529.03,Rejected
1058,6733,2025-01-27,712949.74,Rejected
1059,6745,2025-07-26,1111169.37,Accepted
1060,6747,2025-12-12,1312260.42,Accepted
1061,6757,2025-05-07,1125098.97,Rejected
1062,6759,2025-03-13,603772.49,Accepted
1063,6764,2025-10-30,1703943.49,Accepted
1064,6766,2025-03-20,579299.12,Accepted
1065,6769,2025-02-01,448822.07,Pending
1066,6792,2025-07-18,835889.87,Accepted
1067,6812,2025-02-17,1336878.64,Pending
1068,6816,2025-11-04,1498890.76,Accepted
1069,6818,2025-10-28,1602893.61,Rejected
1070,6819,2025-09-02,1009676.32,Accepted
1071,6821,2025-07-12,756037.56,Accepted
1072,6827,2025-11-24,553878.05,Accepted
1073,6831,2025-03-23,643093.25,Accepted
1074,6834,2026-01-17,572897.52,Rejected
1075,6859,2025-08-27,1021467.13,Accepted
1076,6860,2025-12-20,709206.83,Pending
1077,6862,2025-02-14,1310987.59,Accepted
1078,6867,2026-01-29,812811.99,Rejected
1079,6869,2025-04-25,615437.4,Accepted
1080,6872,2025-08-17,1682908.61,Accepted
1081,6878,2025-08-30,1282137.25,Accepted
1082,6886,2025-11-08,1786164.26,Accepted
1083,6914,2025-05-01,1192317.49,Accepted
1084,6918,2025-04-14,1585637.16,Accepted
1085,6919,2025-11-01,1644633.1,Accepted
1086,6929,2025-12-12,1026576.67,Accepted
1087,6930,2025-07-01,1194488.9,Accepted
1088,6939,2025-05-15,1078568.86,Accepted
1089,6940,2025-09-16,1748278.79,Rejected
1090,6944,2025-05-15,1691858.37,Accepted
1091,6948,2025-10-18,1282291.58,Accepted
1092,6961,2025-05-03,1323557.0,Pending
1093,6964,2025-03-13,1250370.74,Rejected
1094,6977,2025-09-09,865058.01,Accepted
1095,6981,2025-04-22,1563622.5,Rejected
1096,6994,2025-07-26,1631761.54,Accepted
1097,7002,2025-05-07,1618059.91,Accepted
1098,7006,2026-01-04,515326.73,Rejected
1099,7008,2025-07-29,817603.53,Accepted
1100,7014,2025-12-10,968425.97,Rejected
1101,7040,2025-05-26,606141.95,Accepted
1102,7044,2025-07-25,1131220.4,Pending
1103,7050,2025-02-13,434139.65,Pending
1104,7063,2025-09-17,1377503.08,Accepted
1105,7073,2025-05-25,1632570.47,Accepted
1106,7077,2026-02-04,1620815.65,Accepted
1107,7083,2025-09-28,864967.34,Accepted
1108,7085,2025-09-04,1440646.04,Accepted
1109,7088,2025-07-01,604771.63,Accepted
1110,7096,2025-06-10,1073252.31,Accepted
1111,7102,2025-07-17,898648.06,Pending
1112,7103,2025-10-17,525781.65,Accepted
1113,7109,2026-01-09,963769.66,Accepted
1114,7110,2025-02-26,1251985.31,Pending
1115,7120,2025-11-10,1547845.34,Accepted
1116,7129,2025-10-03,1041413.36,Accepted
1117,7131,2025-04-13,610372.44,Rejected
1118,7134,2025-04-29,700418.14,Rejected
1119,7135,2025-12-26,1783907.24,Pending
1120,7149,2025-04-11,1386661.07,Accepted
1121,7161,2025-10-03,1053260.3,Accepted
1122,7174,2025-06-06,949775.65,Accepted
1123,7183,2025-05-29,722263.37,Accepted
1124,7189,2025-07-26,738972.71,Accepted
1125,7213,2025-09-28,1056813.27,Rejected
1126,7216,2025-07-31,874008.42,Accepted
1127,7225,2025-11-26,1313436.22,Accepted
1128,7231,2025-10-19,1464316.73,Accepted
1129,7234,2025-10-10,544860.25,Accepted
1130,7242,2025-08-09,404150.37,Accepted
1131,7246,2025-05-27,1678219.65,Accepted
1132,7248,2025-12-05,1527908.78,Pending
1133,7268,2025-03-29,546104.25,Accepted
1134,7276,2025-11-14,980289.82,Accepted
1135,7277,2025-10-16,1075757.12,Accepted
1136,7278,2025-04-09,1099783.84,Rejected
1137,7280,2025-10-17,1213883.82,Accepted
1138,7286,2025-12-12,933740.64,Pending
1139,7301,2025-03-24,526051.63,Rejected
1140,7303,2025-12-26,851308.9,Accepted
1141,7304,2026-02-08,817265.2,Accepted
1142,7305,2025-09-05,1479730.4,Rejected
1143,7329,2025-04-18,1164188.41,Accepted
1144,7336,2025-11-08,1616694.58,Accepted
1145,7340,2025-03-21,1240203.64,Accepted
1146,7358,2025-09-23,1262205.48,Pending
1147,7361,2025-07-15,906668.14,Accepted
1148,7368,2025-06-13,1265394.48,Rejected
1149,7372,2025-06-16,1099029.87,Rejected
1150,7379,2025-11-16,1693870.72,Accepted
1151,7402,2025-12-09,1097397.19,Pending
1152,7406,2025-10-26,1243676.34,Accepted
1153,7410,2025-04-23,1288106.99,Accepted
1154,7412,2025-04-16,426461.94,Accepted
1155,7413,2025-03-11,1700929.21,Accepted
1156,7414,2025-09-02,1638894.56,Rejected
1157,7425,2025-11-01,1098352.1,Rejected
1158,7426,2025-02-20,1547948.81,Pending
1159,7455,2025-04-02,1193676.89,Rejected
1160,7460,2025-03-30,1530901.61,Accepted
1161,7461,2025-09-22,1648812.84,Accepted
1162,7463,2025-05-31,492367.35,Accepted
1163,7474,2026-01-06,838851.48,Accepted
1164,7475,2025-06-29,1400167.26,Accepted
1165,7487,2025-09-17,676589.61,Accepted
1166,7490,2025-02-01,960133.85,Accepted
1167,7497,2025-09-14,1347209.27,Accepted
1168,7500,2026-01-08,610225.72,Accepted
1169,7501,2025-04-27,1261691.04,Rejected
1170,7512,2025-11-07,1721187.06,Accepted
1171,7513,2025-07-14,1336048.4,Accepted
1172,7527,2025-05-17,443013.31,Accepted
1173,7529,2025-02-20,963562.15,Accepted
1174,7530,2025-05-15,666724.31,Accepted
1175,7556,2025-04-06,934395.61,Accepted
1176,7562,2025-07-18,1694521.51,Accepted
1177,7564,2025-02-17,435715.67,Rejected
1178,7580,2025-07-22,970405.91,Rejected
1179,7583,2025-02-23,1723423.22,Rejected
1180,7594,2026-01-08,1154520.05,Accepted
1181,7599,2025-12-22,1732716.53,Rejected
1182,7644,2025-06-05,934136.26,Accepted
1183,7646,2025-02-27,699854.94,Rejected
1184,7649,2025-02-27,644445.71,Accepted
1185,7650,2025-08-01,876820.6,Rejected
1186,7671,2025-05-11,1165820.99,Pending
1187,7676,2025-01-29,1727980.39,Accepted
1188,7684,2025-08-21,1655591.7,Accepted
1189,7688,2025-02-03,1293650.18,Pending
1190,7689,2025-06-21,780003.09,Rejected
1191,7691,2025-08-04,1317057.02,Accepted
1192,7706,2025-07-25,694413.78,Accepted
1193,7716,2025-06-16,1344941.76,Pending
1194,7718,2025-04-14,1028702.88,Accepted
1195,7729,2025-11-27,1795638.21,Rejected
1196,7740,2025-08-13,892354.31,Rejected
1197,7754,2025-06-03,1714208.1,Accepted
1198,7756,2025-10-23,964035.36,Rejected
1199,7765,2025-10-09,1367776.03,Rejected
1200,7775,2025-10-17,903701.17,Accepted
1201,7781,2025-08-05,1569772.16,Accepted
1202,7783,2025-08-18,1582481.13,Rejected
1203,7784,2025-06-25,925778.34,Accepted
1204,7786,2025-07-14,1719355.32,Accepted
1205,7795,2026-01-22,1781927.6,Rejected
1206,7799,2025-05-24,538642.72,Accepted
1207,7805,2025-07-08,956771.31,Accepted
1208,7815,2025-05-28,599162.0,Pending
1209,7831,2025-07-01,1792197.29,Accepted
1210,7842,2025-06-21,1550183.29,Pending
1211,7844,2025-12-24,1238522.81,Rejected
1212,7856,2025-03-28,936149.87,Accepted
1213,7867,2025-05-28,1639932.81,Accepted
1214,7885,2025-08-01,826698.39,Rejected
1215,7886,2025-04-13,989833.04,Accepted
1216,7893,2025-11-20,616233.83,Accepted
1217,7894,2025-08-03,1409980.26,Rejected
1218,7897,2025-08-05,1350235.45,Accepted
1219,7898,2025-12-07,422359.3,Pending
1220,7899,2025-07-19,718952.66,Pending
1221,7905,2025-07-07,1426879.42,Rejected
1222,7919,2025-06-16,1345745.69,Accepted
1223,7925,2025-03-07,1004622.65,Pending
1224,7931,2025-08-16,447743.3,Accepted
1225,7933,2025-10-07,1207123.33,Accepted
1226,7936,2025-10-22,1732505.89,Accepted
1227,7955,2026-01-14,943127.65,Accepted
1228,7956,2025-11-03,439967.52,Accepted
1229,7960,2025-08-13,597492.95,Accepted
1230,7987,2026-01-20,1319695.48,Accepted
1231,7988,2025-06-25,1364895.36,Pending
1232,7993,2025-04-21,1721793.14,Accepted
1233,7998,2025-03-19,1400716.93,Accepted
1234,8014,2025-06-07,1164742.83,Accepted
1235,8016,2026-01-13,1131787.88,Accepted
1236,8019,2025-09-29,1692237.45,Rejected
1237,8027,2025-09-30,1146049.92,Pending
1238,8033,2025-07-16,1531288.81,Pending
