interview_id,application_id,interview_date,interview_type,interview_round,interview_status,interview_score
542,1743,2025-11-18,Case Study,2,Passed,57.77
543,1744,2025-04-30,Managerial,3,Passed,51.46
544,1750,2025-02-13,Managerial,2,Passed,80.93
545,1754,2025-12-16,Case Study,3,Passed,43.0
546,1764,2025-09-06,Managerial,2,Passed,80.77
547,1770,2025-06-21,Technical,3,Passed,92.99
548,1772,2025-07-22,Managerial,2,Passed,80.34
549,1775,2026-01-02,HR,1,Passed,70.94
550,1779,2025-02-26,Technical,1,Passed,67.62
551,1780,2025-08-31,Managerial,2,Passed,71.36
552,1781,2026-01-15,Case Study,2,Failed,76.1
553,1785,2025-03-23,Managerial,1,Passed,90.88
554,1787,2026-01-22,Managerial,1,Passed,65.4
555,1790,2025-09-12,Managerial,3,Passed,57.21
556,1791,2025-06-24,HR,1,Failed,55.95
557,1792,2025-05-04,Managerial,1,Passed,51.18
558,1793,2025-06-04,HR,1,Passed,49.37
559,1799,2025-02-26,HR,2,Passed,71.88
560,1801,2025-03-12,Technical,1,Passed,48.99
561,1802,2025-09-24,Technical,1,Failed,87.15
562,1806,2025-03-06,Managerial,1,Passed,49.69
563,1807,2025-12-28,Case Study,2,Passed,91.46
564,1815,2025-04-09,Managerial,2,Passed,80.13
565,1816,2025-04-06,Technical,2,Passed,45.24
566,1818,2025-12-19,Managerial,2,Failed,99.05
567,1826,2025-05-13,Managerial,3,Passed,77.59
568,1827,2025-12-04,Case Study,1,Passed,95.02
569,1828,2025-09-18,HR,3,Passed,77.65
570,1831,2025-11-28,Case Study,2,Passed,66.87
571,1838,2025-08-25,Technical,3,Failed,56.65
572,1839,2025-01-28,Technical,2,Passed,78.84
573,1841,2025-03-12,Managerial,1,Failed,78.23
574,1852,2025-01-07,HR,1,Failed,53.09
575,1854,2025-07-14,Managerial,1,Passed,75.16
576,1855,2025-01-23,Case Study,3,Failed,47.9
577,1857,2025-05-31,Technical,3,Failed,47.33
578,1863,2025-12-21,HR,3,Failed,86.1
579,1866,2025-07-06,HR,1,Failed,77.9
580,1868,2025-04-26,Managerial,2,Passed,99.98
581,1870,2025-10-02,Managerial,1,Passed,41.56
582,1881,2025-10-06,Case Study,2,Failed,70.44
583,1885,2025-11-12,Managerial,2,Passed,86.36
584,1888,2025-05-20,Case Study,3,Failed,54.4
585,1891,2025-07-15,HR,1,Passed,68.3
586,1903,2025-08-15,Technical,3,Passed,66.32
587,1905,2025-06-12,Managerial,1,Failed,83.71
588,1909,2025-12-22,Technical,2,Passed,65.42
589,1911,2025-01-21,Managerial,2,Passed,52.98
590,1913,2025-04-14,HR,2,Failed,60.4
591,1917,2025-06-02,HR,1,Passed,68.44
592,1920,2025-06-27,Technical,3,Failed,63.72
593,1922,2025-02-11,Managerial,2,Passed,71.92
594,1928,2025-12-25,Case Study,2,Failed,58.66
595,1930,2025-07-28,Technical,1,Failed,54.41
596,1938,2025-01-28,Managerial,2,Failed,74.67
597,1940,2025-12-01,Technical,1,Failed,44.15
598,1941,2025-11-24,Technical,3,Passed,61.55
599,1942,2025-04-11,Managerial,3,Passed,94.34
600,1950,2025-03-03,Case Study,2,Passed,86.27
601,1953,2025-06-16,HR,2,Passed,87.06
602,1954,2025-03-02,Managerial,2,Passed,76.35
603,1955,2025-07-28,Case Study,3,Failed,77.21
604,1956,2025-05-28,Managerial,2,Passed,73.02
605,1959,2025-01-31,Technical,1,Passed,60.1
606,1961,2025-02-21,Technical,1,Failed,98.21
607,1962,2025-07-03,Technical,2,Passed,59.87
608,1963,2025-04-20,HR,3,Failed,98.98
609,1964,2025-03-16,Managerial,1,Failed,93.21
610,1967,2025-03-04,Technical,3,Passed,73.63
611,1969,2025-04-03,HR,1,Failed,71.68
612,1972,2025-09-26,Case Study,1,Failed,41.35
613,1976,2025-07-15,Technical,1,Passed,47.29
614,1978,2025-08-22,Technical,1,Passed,44.27
615,1979,2025-06-19,Case Study,1,Failed,71.0
616,1981,2025-11-11,Case Study,2,Passed,51.04
617,1986,2025-05-24,Managerial,3,Passed,57.47
618,1989,2025-05-23,Managerial,1,Passed,91.77
619,1999,2025-08-29,Technical,2,Failed,81.81
620,2000,2025-08-10,Technical,1,Passed,75.31
621,2004,2025-09-10,HR,3,Passed,69.65
622,2006,2025-09-14,Managerial,3,Passed,71.21
623,2007,2025-04-28,Technical,3,Passed,44.33
624,2009,2025-09-25,Managerial,2,Failed,62.84
625,2018,2025-10-06,Managerial,2,Failed,41.65
626,2021,2025-06-06,HR,1,Passed,85.34
627,2024,2025-07-04,Case Study,3,Passed,55.46
628,2027,2025-03-22,Technical,1,Failed,46.0
629,2028,2025-11-04,Technical,2,Passed,87.3
630,2033,2025-12-16,Case Study,3,Passed,84.28
631,2035,2025-08-04,Managerial,3,Passed,76.65
632,2038,2025-10-31,Technical,2,Passed,89.94
633,2039,2025-08-12,HR,3,Passed,85.73
634,2040,2025-04-28,Technical,1,Passed,51.16
635,2042,2025-05-07,Case Study,2,Passed,42.81
636,2045,2025-07-26,HR,3,Passed,98.52
637,2047,2025-08-16,HR,3,Passed,51.07
638,2050,2025-10-10,HR,2,Passed,47.86
639,2052,2025-11-20,HR,1,Failed,46.59
640,2056,2025-11-17,Managerial,3,Passed,50.27
641,2060,2025-05-03,Technical,3,Failed,98.71
642,2061,2025-03-31,HR,2,Passed,83.68
643,2067,2025-02-11,Technical,1,Passed,49.47
644,2079,2025-03-27,Case Study,3,Failed,67.16
645,2081,2025-06-05,Managerial,2,Failed,72.12
646,2083,2025-01-17,Technical,1,Failed,93.9
647,2085,2025-10-07,Managerial,2,Passed,67.43
648,2088,2025-10-13,Managerial,2,Passed,48.27
649,2090,2025-10-07,HR,3,Passed,68.65
650,2091,2025-08-28,Case Study,2,Passed,64.42
651,2093,2025-07-24,Managerial,3,Passed,55.65
652,2095,2025-08-03,HR,3,Failed,50.17
653,2105,2025-07-20,HR,3,Failed,57.27
654,2108,2025-07-06,HR,2,Passed,68.21
655,2111,2025-06-25,Technical,3,Failed,80.06
656,2112,2025-07-24,Managerial,3,Passed,50.26
657,2114,2025-06-15,Technical,2,Passed,88.55
658,2115,2025-06-22,Case Study,2,Passed,50.46
659,2117,2025-06-20,Case Study,1,Failed,82.59
660,2126,2025-11-11,Technical,3,Failed,86.33
661,2127,2025-08-27,HR,2,Passed,99.55
662,2132,2025-07-21,HR,1,Passed,67.83
663,2133,2025-08-25,Managerial,2,Failed,99.91
664,2135,2025-01-11,Case Study,2,Failed,72.96
665,2141,2025-04-01,Technical,1,Failed,95.12
666,2142,2025-11-05,Managerial,3,Failed,77.39
667,2143,2025-03-01,Managerial,1,Passed,44.31
668,2144,2025-06-15,Managerial,1,Failed,92.42
669,2145,2025-07-15,Managerial,3,Passed,45.6
670,2148,2025-09-22,Case Study,2,Passed,61.77
671,2150,2025-05-11,HR,2,Passed,68.33
672,2152,2025-10-05,Case Study,2,Failed,93.07
673,2155,2025-01-31,Case Study,2,Passed,61.37
674,2157,2025-07-04,Managerial,3,Passed,71.92
675,2166,2025-12-24,Managerial,1,Passed,50.62
676,2170,2025-02-18,Technical,2,Passed,91.11
677,2175,2025-05-22,HR,3,Passed,97.63
678,2181,2026-01-01,Managerial,2,Passed,50.86
679,2184,2025-06-07,Case Study,2,Passed,65.65
680,2188,2025-11-26,HR,3,Failed,49.32
681,2189,2025-01-30,HR,3,Passed,97.46
682,2191,2025-05-09,Managerial,1,Passed,70.62
683,2194,2025-10-15,HR,3,Failed,82.32
684,2197,2025-02-19,Managerial,3,Failed,79.44
685,2198,2025-07-21,Managerial,3,Passed,66.23
686,2201,2025-10-22,HR,1,Passed,63.67
687,2209,2025-08-25,Managerial,2,Passed,79.87
688,2210,2025-09-27,HR,1,Passed,93.69
689,2221,2025-10-14,HR,1,Passed,56.34
690,2222,2025-03-12,Managerial,3,Passed,75.29
691,2226,2026-01-01,Case Study,2,Passed,46.91
692,2231,2025-04-13,HR,2,Passed,81.59
693,2233,2025-02-22,Managerial,2,Passed,91.15
694,2235,2025-08-16,HR,3,Passed,61.93
695,2237,2025-09-29,Technical,3,Passed,46.17
696,2238,2025-01-21,HR,1,Passed,85.78
697,2242,2025-06-06,Technical,3,Passed,64.14
698,2246,2025-11-02,Managerial,2,Passed,61.26
699,2248,2025-04-18,Managerial,2,Passed,43.91
700,2249,2025-10-05,Technical,1,Passed,46.41
701,2252,2025-05-11,Managerial,1,Passed,57.93
702,2254,2025-02-04,Case Study,1,Passed,99.67
703,2257,2025-11-23,Managerial,3,Passed,88.75
704,2261,2025-03-30,Technical,1,Failed,51.06
705,2262,2025-05-18,HR,2,Passed,90.69
706,2268,2025-09-25,Managerial,2,Passed,85.0
707,2276,2025-11-22,Managerial,1,Failed,73.59
708,2282,2025-09-19,Technical,1,Failed,63.54
709,2284,2025-03-17,Case Study,2,Passed,53.55
710,2286,2025-08-08,Managerial,2,Passed,77.72
711,2288,2026-01-17,Technical,3,Passed,67.63
712,2292,2026-01-18,Managerial,2,Failed,59.71
713,2297,2025-07-05,Technical,2,Passed,95.21
714,2302,2025-09-13,Managerial,3,Passed,59.68
715,2303,2025-12-31,HR,1,Passed,55.43
716,2304,2025-03-30,Case Study,1,Failed,93.77
717,2308,2025-07-19,Managerial,1,Passed,61.52
718,2311,2025-11-01,Case Study,3,Failed,43.66
719,2312,2025-12-11,Case Study,3,Failed,59.39
720,2313,2025-04-03,Technical,1,Failed,76.95
721,2317,2025-02-08,Case Study,1,Passed,67.67
722,2319,2025-10-09,Technical,1,Passed,68.29
723,2320,2025-02-23,Case Study,2,Passed,40.15
724,2321,2025-02-16,Technical,1,Failed,69.52
725,2328,2025-08-10,Technical,1,Failed,63.38
726,2329,2025-07-20,HR,1,Passed,63.82
727,2331,2025-11-26,HR,1,Failed,40.03
728,2332,2025-04-22,HR,1,Passed,80.09
729,2333,2025-02-15,Case Study,3,Failed,95.04
730,2336,2025-08-18,Technical,3,Failed,50.06
731,2340,2025-08-12,Technical,2,Failed,42.61
732,2345,2025-09-07,HR,1,Passed,57.67
733,2347,2025-11-12,Technical,1,Failed,75.13
734,2352,2025-07-01,Case Study,2,Passed,86.71
735,2354,2025-03-06,Managerial,2,Passed,83.58
736,2358,2025-09-13,HR,3,Passed,66.16
737,2365,2025-09-24,Case Study,2,Failed,80.39
738,2370,2026-01-21,Technical,1,Failed,43.25
739,2371,2025-10-22,Technical,3,Passed,94.18
740,2374,2025-06-21,Managerial,1,Passed,97.66
741,2379,2025-12-07,Technical,1,Passed,91.2
742,2381,2025-08-30,Managerial,3,Passed,83.24
743,2382,2025-10-01,Case Study,1,Failed,81.29
744,2384,2025-11-17,Case Study,3,Failed,95.3
745,2392,2025-07-29,Managerial,1,Passed,73.8
746,2404,2025-02-19,HR,2,Passed,99.73
747,2405,2025-09-21,HR,3,Failed,99.99
748,2409,2025-01-30,Technical,3,Failed,66.65
749,2410,2025-12-10,HR,1,Passed,80.63
750,2414,2025-06-01,HR,1,Failed,50.14
751,2415,2026-01-16,Technical,3,Failed,60.0
752,2417,2025-05-10,Managerial,2,Passed,97.92
753,2426,2025-02-06,HR,3,Failed,80.16
754,2434,2025-02-11,HR,1,Passed,65.51
755,2441,2025-07-04,HR,1,Passed,95.05
756,2443,2025-10-22,Case Study,3,Passed,91.1
757,2445,2025-07-31,Managerial,2,Passed,47.78
758,2459,2025-07-15,HR,2,Passed,44.59
759,2460,2025-12-22,HR,1,Passed,68.13
760,2462,2025-03-01,Case Study,2,Passed,95.04
761,2463,2025-08-21,Case Study,1,Passed,67.45
762,2465,2025-11-10,HR,1,Passed,77.93
763,2468,2025-04-22,Technical,3,Passed,52.06
764,2469,2025-12-08,Managerial,1,Passed,77.46
765,2475,2025-12-09,Managerial,3,Passed,86.6
766,2476,2025-12-28,HR,2,Passed,54.34
767,2477,2025-03-21,Case Study,2,Failed,93.24
768,2480,2025-05-29,Managerial,1,Passed,91.3
769,2483,2025-08-12,Managerial,1,Failed,98.18
770,2486,2025-05-06,Technical,3,Passed,72.8
771,2489,2025-09-25,HR,1,Passed,73.4
772,2491,2025-07-25,Technical,3,Failed,81.04
773,2494,2025-11-07,Technical,2,Passed,92.45
774,2495,2025-03-16,HR,3,Failed,78.92
775,2499,2025-10-12,Managerial,3,Passed,67.89
776,2501,2025-08-07,Technical,2,Failed,48.17
777,2508,2025-11-19,Case Study,1,Failed,98.23
778,2509,2025-03-05,Technical,1,Failed,92.54
779,2511,2025-05-16,Case Study,1,Failed,47.44
780,2512,2025-10-04,HR,2,Passed,94.06
781,2521,2025-07-05,Technical,3,Failed,70.96
782,2524,2025-03-01,Case Study,1,Passed,57.95
783,2528,2025-05-09,HR,1,Passed,44.96
784,2530,2025-08-02,Managerial,1,Passed,80.89
785,2532,2025-09-14,Technical,3,Passed,51.66
786,2533,2025-09-13,Case Study,3,Failed,52.81
787,2534,2025-12-31,Case Study,2,Passed,85.23
788,2540,2025-02-17,HR,2,Passed,86.32
789,2544,2025-01-20,Technical,1,Passed,90.56
790,2558,2025-08-04,HR,2,Failed,73.72
791,2569,2025-07-21,Technical,1,Failed,43.06
792,2573,2025-11-03,Technical,1,Passed,94.62
793,2574,2025-04-23,Case Study,3,Passed,70.48
794,2575,2025-07-11,Technical,1,Failed,47.45
795,2580,2025-09-25,Managerial,1,Failed,85.94
796,2588,2025-03-11,Technical,2,Passed,55.81
797,2590,2025-01-13,Technical,1,Passed,59.39
798,2594,2025-09-14,Managerial,2,Passed,81.68
799,2595,2025-09-01,Technical,1,Passed,79.74
800,2597,2026-01-05,Technical,3,Failed,95.98
801,2602,2025-10-10,Case Study,2,Passed,56.88
802,2605,2025-05-16,Case Study,3,Passed,48.27
803,2609,2025-03-16,Managerial,2,Failed,52.15
804,2611,2025-01-26,Technical,1,Failed,60.06
805,2613,2025-03-25,HR,1,Failed,91.11
806,2617,2025-05-08,Case Study,2,Failed,61.08
807,2620,2025-06-28,HR,1,Failed,55.05
808,2621,2025-09-23,Technical,2,Passed,74.7
809,2622,2025-07-12,Technical,2,Passed,65.62
810,2624,2025-11-02,Case Study,1,Failed,96.93
811,2627,2025-09-10,Case Study,1,Failed,71.74
812,2628,2025-10-28,Technical,2,Failed,70.9
813,2629,2025-05-28,Managerial,1,Failed,55.94
814,2632,2025-07-14,HR,3,Passed,97.86
815,2634,2025-06-20,Case Study,3,Passed,89.71
816,2637,2025-02-10,HR,2,Passed,71.59
817,2643,2025-12-08,Managerial,3,Passed,58.27
818,2647,2025-05-17,Technical,3,Passed,65.24
819,2648,2025-07-29,HR,3,Passed,46.84
820,2655,2025-07-01,HR,1,Passed,66.91
821,2657,2025-01-13,Managerial,2,Failed,59.34
822,2662,2025-08-09,HR,3,Passed,65.68
823,2667,2025-07-25,Managerial,2,Failed,83.21
824,2671,2025-07-04,HR,2,Passed,89.17
825,2678,2025-02-25,HR,2,Passed,65.52
826,2681,2025-08-16,Technical,3,Passed,45.83
827,2685,2025-03-02,Case Study,2,Passed,79.83
828,2694,2025-06-17,Managerial,3,Passed,52.55
829,2697,2025-11-30,Technical,2,Passed,95.33
830,2699,2025-12-09,Managerial,1,Passed,60.57
831,2700,2025-06-25,Technical,3,Passed,76.74
832,2706,2025-05-15,HR,3,Passed,93.37
833,2715,2026-01-18,Technical,2,Passed,61.45
834,2718,2025-12-04,Case Study,3,Passed,52.77
835,2719,2025-12-05,Case Study,3,Passed,59.94
836,2723,2025-02-20,Technical,3,Passed,62.93
837,2726,2025-09-09,Managerial,1,Passed,52.1
838,2728,2025-03-10,Case Study,2,Passed,43.86
839,2731,2025-03-20,Technical,3,Passed,42.11
840,2732,2025-06-22,Case Study,2,Failed,84.69
841,2736,2025-04-16,Technical,2,Passed,70.83
842,2737,2025-10-11,Technical,2,Passed,51.09
843,2743,2025-07-25,HR,2,Failed,64.81
844,2744,2025-10-27,HR,3,Passed,61.7
845,2745,2025-12-02,Technical,3,Passed,64.05
846,2746,2026-01-03,Managerial,1,Passed,47.12
847,2750,2025-08-24,Technical,3,Failed,75.12
848,2751,2025-02-07,Technical,1,Passed,42.91
849,2752,2025-05-26,Managerial,2,Passed,74.73
850,2753,2025-04-03,HR,2,Passed,69.01
851,2755,2025-09-22,Case Study,2,Failed,67.7
852,2756,2025-02-13,Technical,2,Passed,47.55
853,2757,2025-10-31,Technical,3,Passed,70.24
854,2758,2025-05-13,Managerial,2,Failed,81.35
855,2759,2025-04-16,HR,3,Failed,51.86
856,2763,2025-04-30,HR,1,Passed,83.61
857,2771,2025-03-21,HR,3,Failed,83.13
858,2772,2025-11-05,HR,1,Passed,74.73
859,2773,2025-01-29,Case Study,3,Failed,71.6
860,2774,2025-11-21,Managerial,3,Failed,54.91
861,2779,2025-05-26,Technical,3,Passed,97.74
862,2782,2025-08-29,Case Study,3,Passed,99.46
863,2783,2025-06-14,Case Study,2,Passed,80.38
864,2790,2025-03-08,Technical,3,Failed,98.25
865,2791,2025-11-27,HR,2,Passed,67.25
866,2793,2025-05-19,Managerial,3,Passed,61.17
867,2795,2025-05-12,HR,1,Failed,74.25
868,2798,2025-09-13,Managerial,2,Failed,40.34
869,2799,2025-06-21,HR,3,Passed,93.3
870,2805,2025-05-09,HR,1,Failed,55.9
871,2809,2025-08-18,Managerial,2,Failed,42.08
872,2813,2025-09-09,Case Study,2,Passed,55.1
873,2814,2025-03-07,Technical,2,Passed,49.48
874,2823,2025-07-31,Case Study,2,Failed,61.88
875,2826,2025-07-24,Managerial,3,Passed,69.49
876,2828,2025-04-14,Technical,1,Failed,63.37
877,2830,2026-01-24,HR,3,Passed,55.74
878,2833,2025-03-01,Technical,2,Passed,94.44
879,2835,2025-06-18,Case Study,2,Passed,58.24
880,2839,2025-11-11,Technical,2,Passed,85.15
881,2845,2025-11-03,HR,2,Passed,96.6
882,2847,2025-05-23,Managerial,1,Failed,98.4
883,2852,2025-01-22,Technical,2,Passed,85.87
884,2860,2025-08-26,HR,1,Failed,88.19
885,2867,2025-07-09,Managerial,1,Passed,48.61
886,2870,2025-07-28,HR,3,Failed,61.74
887,2874,2025-08-14,HR,2,Failed,57.53
888,2879,2025-05-12,Case Study,1,Failed,73.38
889,2880,2025-09-07,HR,1,Failed,74.44
890,2883,2025-04-19,Managerial,1,Failed,45.45
891,2890,2025-10-31,Case Study,1,Failed,99.54
892,2891,2025-05-09,Technical,2,Failed,90.35
893,2898,2025-05-07,HR,3,Passed,51.66
894,2900,2025-09-25,Case Study,3,Failed,93.07
895,2914,2025-03-10,Managerial,2,Passed,70.8
896,2915,2025-08-04,Technical,3,Passed,85.84
897,2919,2025-11-18,HR,1,Failed,43.33
898,2921,2025-07-12,Managerial,3,Failed,80.92
899,2922,2025-09-02,Case Study,3,Passed,54.33
900,2927,2026-01-06,Technical,2,Failed,97.24
901,2928,2025-04-08,Case Study,2,Passed,83.66
902,2932,2025-10-31,Technical,2,Passed,84.89
903,2937,2025-12-29,Technical,3,Passed,96.98
904,2938,2026-01-16,HR,1,Passed,62.64
905,2939,2025-12-16,Technical,1,Failed,82.16
906,2943,2025-10-05,Case Study,2,Passed,83.94
907,2948,2025-03-22,HR,1,Failed,70.49
908,2957,2025-07-12,Case Study,2,Passed,77.83
909,2964,2025-05-27,Technical,1,Passed,76.03
910,2967,2025-05-03,HR,2,Failed,83.92
911,2969,2025-03-08,Managerial,2,Passed,46.04
912,2970,2025-05-27,Case Study,2,Passed,96.23
913,2971,2025-02-04,Case Study,2,Passed,76.56
914,2975,2025-08-27,Managerial,2,Passed,68.33
915,2981,2025-01-16,Technical,2,Passed,79.16
916,2982,2026-01-02,Managerial,1,Failed,51.59
917,2990,2025-06-15,Case Study,2,Passed,41.56
918,2993,2025-06-03,Technical,1,Passed,54.05
919,2994,2025-07-12,Case Study,1,Failed,50.24
920,3000,2025-03-10,Technical,2,Failed,53.3
921,3008,2025-05-18,HR,3,Passed,79.9
922,3020,2025-05-29,Technical,2,Passed,95.02
923,3021,2025-02-03,Case Study,2,Failed,51.0
924,3023,2025-11-09,HR,1,Failed,60.22
925,3027,2025-06-01,Managerial,2,Passed,77.08
926,3028,2025-11-16,HR,1,Failed,77.96
927,3031,2025-11-27,Technical,3,Passed,97.64
928,3041,2025-05-12,HR,2,Passed,96.31
929,3044,2025-04-18,Managerial,2,Passed,59.77
930,3049,2025-10-24,Technical,1,Failed,73.02
931,3052,2025-02-04,Case Study,1,Passed,58.89
932,3053,2025-03-08,HR,2,Passed,75.06
933,3055,2026-01-10,HR,2,Passed,59.68
934,3056,2025-04-02,HR,3,Passed,45.21
935,3057,2025-05-06,Managerial,2,Passed,50.72
936,3059,2025-09-27,Case Study,3,Failed,63.48
937,3063,2025-10-18,Case Study,2,Failed,87.48
938,3067,2025-05-30,Technical,3,Failed,59.72
939,3068,2025-10-09,Technical,3,Passed,65.19
940,3069,2025-11-05,Technical,2,Passed,95.4
941,3071,2025-04-26,Managerial,2,Passed,43.16
942,3072,2025-09-07,HR,2,Passed,50.69
943,3073,2025-05-12,Managerial,1,Passed,53.43
944,3075,2025-05-28,Technical,2,Passed,79.53
945,3076,2025-08-26,Case Study,1,Failed,64.66
946,3079,2025-12-06,HR,2,Passed,66.98
947,3080,2025-07-16,HR,1,Passed,92.31
948,3088,2025-06-22,Technical,1,Passed,66.09
949,3089,2025-08-18,Technical,1,Failed,84.21
950,3090,2025-11-22,HR,1,Failed,79.3
951,3091,2025-06-13,Case Study,2,Passed,70.22
952,3093,2025-08-31,HR,2,Passed,57.9
953,3095,2025-06-17,Technical,1,Passed,95.25
954,3096,2025-01-26,HR,2,Passed,81.62
955,3101,2025-03-02,Case Study,2,Failed,48.88
956,3107,2025-12-20,Case Study,2,Failed,84.47
957,3108,2025-07-04,Technical,2,Failed,48.48
958,3109,2025-07-09,Technical,3,Passed,91.14
959,3114,2025-10-28,Case Study,3,Passed,99.18
960,3115,2025-03-22,HR,1,Passed,42.52
961,3116,2025-05-12,HR,2,Failed,92.19
962,3121,2025-10-27,Case Study,2,Passed,59.94
963,3126,2025-06-09,HR,1,Failed,58.45
964,3127,2025-01-25,Managerial,2,Passed,92.18
965,3135,2025-04-02,Technical,2,Failed,93.94
966,3137,2025-10-23,HR,3,Failed,85.75
967,3139,2025-01-15,Managerial,2,Passed,69.36
968,3141,2025-01-17,HR,2,Failed,58.38
969,3149,2025-02-08,HR,2,Failed,41.9
970,3152,2025-11-05,Managerial,1,Passed,97.58
971,3157,2025-03-11,HR,2,Failed,59.46
972,3159,2025-01-27,Managerial,2,Passed,90.86
973,3166,2025-10-15,Case Study,1,Passed,99.38
974,3168,2025-10-23,Managerial,2,Failed,40.85
975,3174,2025-09-25,HR,1,Passed,57.58
976,3175,2025-04-16,HR,3,Passed,48.91
977,3181,2025-01-28,Case Study,1,Passed,41.43
978,3184,2025-03-01,Technical,2,Passed,57.93
979,3188,2025-08-14,HR,1,Passed,79.0
980,3189,2025-01-28,Managerial,3,Failed,98.46
981,3195,2025-09-17,HR,2,Passed,72.44
982,3201,2025-01-30,Technical,3,Passed,48.6
983,3205,2025-11-27,Technical,1,Failed,59.13
984,3207,2025-10-07,Technical,2,Failed,46.02
985,3209,2025-08-06,HR,1,Passed,94.96
986,3215,2025-07-13,Technical,1,Passed,98.02
987,3216,2025-02-16,Technical,3,Failed,44.48
988,3218,2025-02-18,HR,2,Passed,78.98
989,3220,2025-06-26,Case Study,3,Passed,96.4
990,3224,2025-07-10,HR,1,Failed,78.48
991,3225,2025-04-23,Case Study,3,Failed,58.02
992,3226,2025-05-31,HR,3,Passed,84.57
993,3229,2025-04-05,HR,3,Passed,66.44
994,3231,2025-09-27,Technical,2,Passed,50.83
995,3233,2025-09-19,HR,2,Passed,47.02
996,3236,2025-04-11,HR,3,Passed,96.27
997,3237,2025-12-14,Case Study,3,Failed,62.33
998,3238,2025-11-27,Managerial,3,Failed,64.1
999,3239,2025-05-25,Technical,2,Failed,51.14
1000,3240,2025-09-14,Technical,3,Passed,54.75
1001,3241,2025-04-18,Case Study,3,Passed,51.54
1002,3243,2025-02-12,Case Study,1,Passed,87.67
1003,3248,2025-06-19,HR,2,Passed,49.38
1004,3250,2025-01-21,Case Study,1,Failed,79.44
1005,3255,2025-03-01,HR,2,Passed,57.65
1006,3256,2025-05-25,Case Study,3,Passed,68.09
1007,3266,2025-12-03,Case Study,3,Failed,74.93
1008,3271,2025-09-13,Managerial,1,Passed,65.63
1009,3272,2025-07-10,Managerial,3,Passed,44.55
1010,3276,2025-09-10,Case Study,1,Passed,88.65
1011,3278,2025-07-27,Managerial,1,Failed,99.14
1012,3281,2025-07-02,Managerial,2,Failed,46.11
1013,3286,2025-09-13,HR,2,Failed,75.86
1014,3289,2025-04-06,Case Study,2,Passed,48.55
1015,3294,2025-08-10,HR,1,Passed,92.38
1016,3296,2025-08-18,HR,1,Failed,43.2
1017,3298,2025-06-14,HR,1,Passed,99.32
1018,3300,2025-10-23,Technical,2,Failed,57.54
1019,3312,2025-04-27,Case Study,1,Passed,82.05
1020,3316,2025-03-24,Managerial,1,Passed,56.75
1021,3317,2025-10-12,Case Study,1,Passed,91.5
1022,3320,2025-06-22,HR,2,Passed,63.99
1023,3321,2025-11-08,Technical,1,Passed,66.97
1024,3332,2025-01-14,Case Study,3,Passed,48.65
1025,3334,2025-08-02,Case Study,1,Passed,52.23
1026,3335,2025-04-08,HR,1,Passed,43.71
1027,3336,2025-09-18,Case Study,3,Failed,50.37
1028,3338,2025-10-27,HR,1,Failed,72.13
1029,3340,2025-10-26,Case Study,2,Passed,46.87
1030,3342,2025-10-25,Case Study,3,Passed,48.73
1031,3344,2025-03-12,Managerial,3,Passed,46.64
1032,3348,2025-02-27,Managerial,2,Failed,43.19
1033,3349,2025-12-11,Managerial,3,Failed,40.86
1034,3351,2025-11-15,Managerial,3,Passed,56.49
1035,3355,2025-08-22,Case Study,2,Failed,50.09
1036,3360,2025-04-19,Managerial,2,Passed,65.41
1037,3367,2025-06-20,Managerial,3,Passed,96.1
1038,3371,2025-05-29,Case Study,2,Failed,92.4
1039,3377,2025-01-08,Managerial,2,Passed,70.72
1040,3381,2025-08-13,Case Study,3,Failed,87.94
1041,3383,2025-09-13,Case Study,1,Passed,91.64
1042,3384,2025-08-31,Case Study,3,Passed,42.22
1043,3385,2025-12-08,HR,3,Passed,71.16
1044,3387,2025-04-07,HR,1,Passed,51.64
1045,3389,2025-05-10,Case Study,2,Passed,90.05
1046,3392,2025-09-29,Technical,1,Passed,58.11
1047,3397,2025-08-04,Managerial,2,Passed,84.74
1048,3398,2025-07-20,HR,3,Failed,42.32
1049,3417,2025-07-31,HR,3,Passed,68.5
1050,3421,2025-12-08,HR,1,Passed,76.11
1051,3424,2025-04-03,Managerial,2,Failed,71.35
1052,3426,2025-09-20,Managerial,3,Failed,73.05
1053,3431,2026-01-02,HR,3,Passed,42.03
1054,3432,2025-12-01,Managerial,1,Passed,51.85
1055,3437,2025-03-30,HR,2,Failed,59.39
1056,3443,2025-10-28,Technical,2,Failed,45.26
1057,3444,2025-12-12,Managerial,2,Passed,89.96
1058,3445,2025-06-06,Case Study,1,Failed,72.39
1059,3446,2025-04-24,HR,1,Failed,44.49
1060,3447,2025-04-24,Technical,3,Passed,92.09
1061,3452,2025-03-25,Managerial,1,Passed,54.99
1062,3455,2025-03-03,Managerial,3,Failed,86.84
1063,3458,2025-10-30,HR,3,Passed,98.45
1064,3461,2025-08-04,Technical,3,Passed,45.61
1065,3467,2025-09-24,Case Study,1,Failed,98.21
1066,3470,2025-03-13,HR,3,Failed,95.21
1067,3482,2025-02-16,Case Study,3,Passed,85.04
1068,3486,2025-01-20,HR,2,Failed,60.88
1069,3487,2026-01-20,HR,1,Passed,85.5
1070,3495,2025-11-01,HR,3,Passed,69.76
1071,3496,2025-08-06,Managerial,1,Passed,48.97
